"id","name","age","address","email","phone_number","registration_date","created_at","updated_at","deleted_at"
a06f0014-b6d7-4c0c-bd23-63bbbf8da897,Людмила Константиновна Гусева,64,"п. Элиста, пр. Стахановский, д. 637 к. 6, 573411",prokofi1989@example.com,"8 (685) 284-55-09",2024-09-27 08:32:51.809 +0300,2024-06-04 10:12:11.100 +0300,2025-04-11 02:31:02.731 +0300,
ed06e2f1-40c0-4cbd-8c09-34eb8ee4ded2,Яковлев Ефим Якубович,54,"клх Белгород, пр. Заовражный, д. 184 к. 7/6, 457170",morozovkapiton@example.net,+7 532 496 3693,2025-01-15 10:10:24.656 +0300,2025-03-19 12:20:35.035 +0300,2025-04-11 02:31:24.217 +0300,
ce9032e4-721c-47e9-8532-2908a069b9ab,Дарья Болеславовна Коновалова,22,"г. Нарткала, пер. Халтурина, д. 6/3 к. 5/5, 743405",galkinavksenti@example.net,+7 017 640 6530,2025-02-22 09:08:15.241 +0300,2024-07-17 18:40:33.770 +0300,2025-04-11 02:31:46.943 +0300,
"0ca561ca-8308-4ed6-8d6b-d05b3fb9a5dd",Романов Стоян Давидович,48,"с. Биробиджан, алл. Тракторная, д. 6/1 стр. 7/2, 470220",antonina81@example.net,"8 (036) 684-40-18",2024-12-15 06:16:56.145 +0300,2024-05-21 17:09:21.936 +0300,2025-04-11 02:32:12.334 +0300,
"9654eceb-8eb0-4551-b09a-fe5fc5f065ac",Онуфрий Демьянович Лапин,29,"клх Туапсе, пер. Пархоменко, д. 958, 421759",vladilen1989@example.org,"8 404 817 9066",2024-10-12 00:52:58.403 +0300,2024-11-30 16:10:56.229 +0300,2025-04-11 02:32:33.055 +0300,
"1a6dc01e-04b2-47b7-947f-d943d42a1ef8",Авдеев Всемил Адрианович,35,"клх Хасавюрт, бул. Камский, д. 1/8 стр. 9, 018926",simon_92@example.com,+7 (281) 198-1015,2024-06-16 20:53:11.906 +0300,2024-12-14 00:00:10.888 +0300,2025-04-11 02:32:59.151 +0300,
fd5fa10a-0165-4c8a-8ff4-755e99e76894,Нонна Васильевна Смирнова,18,"с. Моздок, ул. Веселая, д. 51, 877902",litkinavarvara@example.net,+7 009 266 6472,2024-06-01 20:36:26.123 +0300,2025-02-22 12:45:14.428 +0300,2025-04-11 02:33:23.045 +0300,
"9b371c69-7768-49e3-a342-eefc28137c40",Родионова Анна Даниловна,63,"ст. Вендинга, пр. Маркса Карла, д. 7 к. 71, 820907",arhipovdemid@example.org,"8 (966) 787-6356",2024-09-02 21:00:20.375 +0300,2024-04-29 08:10:33.584 +0300,2025-04-11 02:33:47.375 +0300,
"29bf6d28-80b1-48d7-a667-c11d59d161f2",Юлиан Антипович Константинов,49,"к. Вуктыл, пер. Песчаный, д. 317, 078747",trodionov@example.net,"8 (043) 431-77-39",2024-07-29 12:13:12.925 +0300,2025-01-15 16:53:26.567 +0300,2025-04-11 02:34:14.284 +0300,
"58f8f43c-9358-441f-a3ab-0fcc5e3d8b3f",Лора Ждановна Власова,68,"с. Кизел, алл. З.Космодемьянской, д. 820 к. 227, 526933",agapustinov@example.org,+79503703808,2024-07-22 04:26:44.369 +0300,2024-06-09 10:50:37.671 +0300,2025-04-11 02:34:44.539 +0300,
"015e03c5-ed9b-4de8-b61a-a130049f4321",Лора Архиповна Кузнецова,68,"с. Кисловодск, пер. Кутузова, д. 3 к. 215, 761848",kasjanbobilev@example.org,"8 (321) 932-47-69",2024-05-30 08:52:05.653 +0300,2025-04-08 08:19:54.320 +0300,2025-04-11 02:35:09.840 +0300,
